name,highway,lat,lon,length_m,n_nodes
嘉宾路,secondary,22.54142,114.1076,66.0,2
嘉宾路,secondary,22.54164,114.10922,243.4,8
嘉宾路,secondary,22.54152,114.1076,69.3,2
珠三角环线高速,motorway,22.68914,114.04918,694.8,6
珠三角环线高速,motorway,22.68207,114.04844,157.5,2
沈海高速 深岑高速,motorway,22.67766,114.06385,91.9,2
沈海高速 深岑高速,motorway,22.68397,114.03397,77.3,2
京港澳高速,motorway,22.56915,113.92257,330.5,15
107国道,trunk,22.55231,113.91003,68.2,2
皇岗路,trunk,22.57591,114.06537,1134.4,28
滨河大道,trunk,22.53401,114.06371,8302.2,88
侨城东路,primary,22.53908,113.99224,973.2,22
107国道,trunk,22.55157,113.9073,300.6,20
福中三路,tertiary,22.54576,114.06254,80.9,12
桂庙路,trunk,22.52612,113.9103,755.6,31
南光路,secondary,22.52249,113.92184,801.0,18
海德二道,tertiary,22.52364,113.92023,650.7,13
京港澳高速,motorway,22.51642,114.05807,7.9,2
外环路,primary,22.73512,113.84899,184.3,13
广深公路辅路,primary,22.60967,113.85654,242.8,5
甘泉路,tertiary,22.54814,114.08886,226.0,4
宝田三路,tertiary,22.60588,113.86667,333.3,4
振华路,secondary,22.54718,114.08763,738.7,15
沿河南路,trunk,22.54702,114.13449,343.2,9
前进二路,secondary,22.59342,113.8779,158.7,4
西乡大道辅路,tertiary,22.59333,113.88579,919.6,15
华强南路,secondary,22.53676,114.08158,308.3,17
前进二路,secondary,22.61045,113.86134,3262.5,54
皇岗路,trunk,22.55513,114.06771,881.1,21
洲石路,primary,22.62288,113.85646,512.6,11
中航路,secondary,22.54425,114.07924,247.7,8
北环大道辅路,primary,22.55539,113.9317,94.7,3
上步南路,primary,22.54134,114.0913,40.0,4
宝安大道,trunk,22.58428,113.85871,1518.9,27
宝安大道,trunk,22.64959,113.81912,564.1,7
机场道,secondary,22.65003,113.82804,185.3,4
京港澳高速 沈海高速,motorway,22.65869,113.82898,586.2,5
南海大道,primary,22.54226,113.92694,219.4,3
南海大道,primary,22.53985,113.92702,300.0,4
南海大道,primary,22.54336,113.92706,231.5,3
,primary,22.52008,114.07062,177.6,13
京港澳高速,motorway,22.5709,113.92109,318.4,8
京港澳高速,motorway,22.51624,114.05828,7.6,2
广深公路,trunk,22.69321,113.82672,3854.0,47
广深公路,trunk,22.64949,113.82665,101.7,3
广深公路,trunk,22.69276,113.82688,3708.1,49
西环路,primary,22.74596,113.79677,1516.8,18
沙井南环路,secondary,22.72064,113.79975,1271.1,21
宝安大道,trunk,22.75197,113.82134,2666.3,31
南海大道,primary,22.56561,113.92894,182.0,2
同乐路,primary,22.56698,113.92908,119.7,2
南海大道,primary,22.56561,113.9291,182.4,2
民主大道,secondary,22.73788,113.79612,10.8,2
民主大道,secondary,22.73785,113.78717,2632.0,25
民主大道,secondary,22.73505,113.77073,336.6,5
红荔路,secondary,22.55187,114.09559,848.7,17
南光高速,motorway,22.59381,113.92581,497.7,2
百花三路,tertiary,22.55643,114.08748,340.4,7
北环大道,trunk,22.55622,113.95331,153.6,2
松白路,primary,22.65987,113.91781,2862.1,54
北环大道辅路,primary,22.55654,113.95329,153.5,2
北环大道辅路,primary,22.55652,113.95064,522.6,14
深南大道,primary,22.54327,113.95803,115.4,2
深南大道,primary,22.54321,113.95451,546.7,3
沙河东路,primary,22.53526,113.95903,1165.5,19
益田路,primary,22.54935,114.05114,323.4,8
益田路,primary,22.54242,114.05123,426.8,3
华强南路,secondary,22.53393,114.08215,291.6,6
华发北路,secondary,22.54746,114.08411,900.9,11
白石路,secondary,22.53222,113.9992,1113.5,21
白石路,primary,22.53568,113.95074,535.6,9
科苑北路,primary,22.54287,113.94056,79.4,2
红岗路,secondary,22.59259,114.10758,11.0,2
新洲路,primary,22.56446,114.03951,111.1,2
景田路,secondary,22.55372,114.03959,751.7,20
侨香路,primary,22.55555,114.02249,1097.1,26
西乡大道,primary,22.56588,113.84934,560.1,16
桃园路,secondary,22.53524,113.90729,576.2,15
南山大道,secondary,22.5601,113.91935,166.9,3
屏廈路 Ping Ha Road,tertiary,22.44668,113.99775,12.2,2
天福路 Tin Fuk Road,secondary,22.44796,114.00399,21.1,4
天耀路 Tin Yiu Road,secondary,22.44898,114.00326,213.7,9
天湖路 Tin Wu Road,secondary,22.45334,114.00423,92.5,5
天城路 Tin Shing Road,secondary,22.45126,114.00712,17.5,3
天祥路 Tin Cheung Road,secondary,22.45647,114.00633,26.9,4
天慈路 Tin Tsz Road,primary,22.45276,114.00894,246.3,8
天慈路 Tin Tsz Road,primary,22.45261,114.00904,187.6,7
天城路 Tin Shing Road,secondary,22.45974,114.00289,124.7,5
天榮路 Tin Wing Road,tertiary,22.45871,113.99808,7.8,2
天龍路 Tin Lung Road,tertiary,22.45854,114.00498,150.2,10
天榮路 Tin Wing Road,secondary,22.46058,114.0017,66.3,4
天城路 Tin Shing Road,secondary,22.46205,114.00185,13.4,2
天華路 Tin Wah Road,secondary,22.46199,113.99751,120.1,5
天葵路 Tin Kwai Road,tertiary,22.45957,114.00548,66.5,7
天葵路 Tin Kwai Road,tertiary,22.46257,114.00394,84.2,5
天秀路 Tin Sau Road,tertiary,22.4646,114.00227,306.4,10
,secondary,22.46173,113.99698,17.9,4
天華路 Tin Wah Road,secondary,22.46213,114.00717,283.2,7
天瑞路 Tin Shui Road,secondary,22.46228,113.99688,35.8,4
京港澳高速 沈海高速,motorway,22.6624,113.82839,193.2,3
莞佛高速,motorway,22.81456,113.73962,411.9,3
莞佛高速,motorway,22.8359,113.76257,2005.2,19
福龙路,trunk,22.56675,114.01275,450.3,9
彩田路,primary,22.5337,114.06294,305.6,5
金田路,primary,22.53882,114.05797,286.7,13
金田路,primary,22.54859,114.05782,432.4,16
沙河西路,primary,22.52265,113.94885,201.9,2
兴海大道,tertiary,22.47537,113.89926,726.4,33
中航路,secondary,22.54629,114.07922,180.5,3
振中路,tertiary,22.54538,114.07763,308.6,7
科苑南路,primary,22.53909,113.94061,384.8,8
后海大道,primary,22.51182,113.92737,1072.2,20
工业二路,tertiary,22.48509,113.91034,318.0,13
南海大道,primary,22.51432,113.92122,1065.8,23
东滨路,primary,22.51153,113.9145,1018.5,14
庄边路,secondary,22.58925,113.87927,389.8,2
前进二路,secondary,22.58817,113.88295,528.3,4
北环大道,trunk,22.55059,113.90699,463.4,9
宝田一路,secondary,22.6012,113.87912,1339.7,29
西乡大道,primary,22.58889,113.8736,307.3,3
裕安二路,secondary,22.57418,113.89448,402.4,12
滨海大道,trunk,22.52466,113.93491,991.1,3
中航路,tertiary,22.54839,114.07861,230.6,4
罗沙公路,trunk,22.56151,114.17544,401.9,8
春风路高架桥,trunk,22.53735,114.10769,667.2,19
沿河路高架桥,trunk,22.53933,114.11922,524.8,26
春风路高架桥,trunk,22.53833,114.11358,444.3,11
春风路高架桥布吉河桥,trunk,22.53729,114.10541,89.8,2
惠深沿海高速,motorway,22.57713,114.25295,847.8,10
惠深沿海高速,motorway,22.58329,114.26038,1347.8,10
烏蛟騰路 Wu Kau Tang Road,tertiary,22.50628,114.24161,110.3,4
烏蛟騰路 Wu Kau Tang Road,tertiary,22.50865,114.23878,865.9,33
運頭街 Wan Tau Street,secondary,22.44788,114.16864,9.5,2
錦山路 Kam Shan Road,tertiary,22.4487,114.16015,635.1,40
南運路 Nam Wan Road,secondary,22.4444,114.16696,127.9,10
寶湖道 Plover Cove Road,tertiary,22.44899,114.16824,276.7,19
梅丽路,tertiary,22.57004,114.03349,457.7,14
高新南九道,tertiary,22.53258,113.94273,430.8,8
福田南路,tertiary,22.52952,114.0718,665.1,27
汀太路 Ting Tai Road,secondary,22.45531,114.16576,11.6,2
莲花路,primary,22.56176,114.05248,1795.4,48
科技南五路,tertiary,22.53853,113.94212,274.0,8
新洲九街,tertiary,22.52775,114.04464,28.0,2
白石路,primary,22.53496,113.93722,753.0,20
工业七路,tertiary,22.49929,113.93429,196.8,11
工业六路,tertiary,22.49591,113.91398,147.0,2
宝源路,primary,22.57091,113.86008,855.1,12
流塘路,secondary,22.58426,113.88113,852.7,12
建安二路,secondary,22.58402,113.88164,1088.5,16
汀角路 Ting Kok Road,secondary,22.45152,114.16507,13.0,2
運頭街 Wan Tau Street,secondary,22.44622,114.16731,27.8,5
莞佛高速,motorway,22.81282,113.74736,101.5,3
莞佛高速,motorway,22.81395,113.7491,367.6,6
东门中兴路,tertiary,22.55211,114.12138,766.9,22
东门北路,primary,22.56081,114.12876,746.5,15
人民北路,tertiary,22.55271,114.11508,354.5,8
晒布路,secondary,22.55303,114.11576,334.5,8
新园路,secondary,22.55047,114.11321,772.8,40
文锦南路,trunk,22.54444,114.12604,223.5,6
爱国路,trunk,22.56195,114.13176,11.9,2
华丽路,tertiary,22.55836,114.1261,352.5,5
湖贝路,tertiary,22.54947,114.12588,19.7,2
乐园路,tertiary,22.54975,114.12266,501.0,13
和平路,secondary,22.53202,114.11167,63.4,5
和平路,secondary,22.53186,114.11332,373.9,24
建设路,secondary,22.5378,114.11239,879.3,30
新秀路,secondary,22.54985,114.13903,130.1,10
南湖路,tertiary,22.54284,114.11589,707.9,10
宝安南路,tertiary,22.55167,114.10486,1396.5,49
红宝路,tertiary,22.54841,114.10234,644.5,22
红桂路,secondary,22.55294,114.10475,874.5,31
桂园路,tertiary,22.54942,114.10766,651.7,16
松园路,tertiary,22.55544,114.10168,500.6,16
洪湖西路,secondary,22.57721,114.11368,199.2,22
文锦中路,trunk,22.54893,114.12597,166.5,5
东门中路,trunk,22.55328,114.11835,488.4,8
东门中路,primary,22.55641,114.12063,236.7,4
东门北路,primary,22.56111,114.12881,651.6,8
怡景路,primary,22.56188,114.13179,16.0,3
怡景路,primary,22.55777,114.13576,290.6,7
黄贝路,tertiary,22.56182,114.13721,714.4,9
洪湖路,secondary,22.57015,114.11748,115.6,6
东门中路,primary,22.54973,114.11671,377.7,19
益田路,primary,22.54574,114.05105,328.6,13
新洲三街,tertiary,22.52544,114.03856,462.4,5
福民路,secondary,22.52588,114.05406,794.2,13
福华路,secondary,22.53736,114.05228,207.5,8
保健路 Po Kin Road,tertiary,22.49558,114.12476,35.1,5
粉錦公路 Fan Kam Road,secondary,22.45951,114.10253,2585.8,105
掃管埔路 So Kwun Po Road,secondary,22.498,114.13137,32.1,5
掃管埔路 So Kwun Po Road,secondary,22.49567,114.12976,8.8,2
新運路 San Wan Road,tertiary,22.49583,114.13485,155.2,12
清曉路 Ching Hiu Road,tertiary,22.49453,114.12615,284.9,16
寶石湖路 Po Shek Wu Road,primary,22.5018,114.12354,219.7,12
龍琛路 Lung Sum Avenue,tertiary,22.503,114.1277,134.0,9
馬會道 Jockey Club Road,primary,22.51422,114.1263,125.6,5
馬會道 Jockey Club Road,primary,22.51599,114.12623,77.5,2
馬適路 Ma Sik Road,secondary,22.50141,114.13509,234.3,7
青朗公路 Tsing Long Highway,motorway,22.45389,114.04975,63.2,3
长深高速,motorway,22.76455,114.32083,73.4,2
莲心路,secondary,22.55479,114.06756,67.2,13
沙頭角公路－龍躍頭段 Sha Tau Kok Road – Lung Yeuk Tau,secondary,22.49556,114.14125,177.4,11
沙頭角公路－龍躍頭段 Sha Tau Kok Road – Lung Yeuk Tau,secondary,22.50875,114.1574,892.6,30
沙頭角公路－馬尾下段 Sha Tau Kok Road – Ma Mei Ha,secondary,22.51238,114.16545,223.3,7
沙頭角公路－馬尾下段 Sha Tau Kok Road – Ma Mei Ha,secondary,22.51408,114.16802,113.9,8
梅坳二路,tertiary,22.57771,114.05324,395.6,13
凯丰路,secondary,22.57031,114.05853,221.3,13
海田路,tertiary,22.55123,114.06012,26.7,9
福中一路,tertiary,22.54919,114.04575,351.5,18
岗田路,tertiary,22.53408,114.06061,436.7,16
福华四路,tertiary,22.53342,114.04686,328.7,5
民田路,tertiary,22.53508,114.04793,575.5,9
京港澳高速,motorway,22.60091,113.8891,808.3,5
滨海大道辅路,primary,22.52795,113.99721,2052.3,40
,primary,22.52534,113.99201,228.3,11
,primary,22.52628,113.99407,504.6,25
,primary,22.52533,113.99377,150.6,12
,primary,22.52712,113.9939,358.5,3
滨河大道辅路,primary,22.53028,114.01116,292.3,6
福田立交,tertiary,22.53245,114.01474,648.1,36
福田立交,tertiary,22.53558,114.01294,347.4,19
京港澳高速,motorway,22.5427,114.00537,1595.2,24
京港澳高速,motorway,22.53395,114.01324,1133.1,19
京港澳高速,motorway,22.52778,114.0167,380.7,8
京港澳高速,motorway,22.53361,114.01364,1129.3,17
沙嘴路,secondary,22.52892,114.03389,228.6,22
沙嘴路,tertiary,22.52167,114.02961,414.8,16
沙嘴路,tertiary,22.5228,114.03021,361.5,8
滨河大道辅路,primary,22.53165,114.02211,424.5,19
福龙路,trunk,22.55984,114.01479,155.3,2
车公庙立交,primary,22.53086,114.02598,311.0,16
滨河大道辅路,primary,22.53006,114.03019,514.5,10
香蜜湖路,trunk,22.53821,114.02379,684.6,4
新洲路,primary,22.52379,114.04334,509.9,12
滨河大道辅路,primary,22.53111,114.04415,318.7,5
滨河大道辅路,primary,22.5313,114.05521,1509.0,19
滨河大道辅路,primary,22.53175,114.05448,1535.0,22
新洲路,primary,22.52712,114.04476,470.8,16
新洲路,primary,22.53131,114.04468,119.5,2
新洲路,primary,22.5313,114.04454,120.4,2
新洲路,secondary,22.51871,114.04038,581.4,6
益田路,primary,22.53188,114.05144,212.5,2
益田路,primary,22.53602,114.05137,268.6,12
益田路,primary,22.52018,114.05101,283.6,3
益田路,primary,22.53189,114.05128,209.6,2
益田路,primary,22.52345,114.05137,784.1,8
深南大道,primary,22.53864,114.01942,1725.6,10
,secondary,22.53735,114.04475,165.7,2
,secondary,22.53726,114.04475,166.0,2
福华路,secondary,22.53765,114.0612,454.4,9
金田路,primary,22.5424,114.05806,284.4,4
金田路,primary,22.54269,114.0579,284.5,4
金田路,primary,22.54888,114.05796,371.1,12
益田路,primary,22.54242,114.05111,427.8,3
益田路,primary,22.5342,114.05126,283.6,11
金田路,primary,22.52758,114.05929,513.4,13
福龙路,trunk,22.5599,114.01494,162.6,2
上步北路,primary,22.56858,114.086,41.3,2
金田路,primary,22.53146,114.05818,225.2,10
金田路,primary,22.52776,114.05911,484.2,10
金田路,primary,22.53159,114.05835,223.5,9
金田路,primary,22.53645,114.05817,229.2,9
滨河大道辅路,primary,22.53164,114.07319,585.8,8
彩田路,primary,22.53927,114.06304,178.1,5
深南大道辅路,secondary,22.54266,114.06862,289.2,6
彩田路,primary,22.54252,114.06294,242.5,4
彩田路,primary,22.54769,114.06283,850.6,16
彩田路,primary,22.5424,114.06274,241.2,5
,tertiary,22.5435,114.06112,143.7,5
皇岗路,trunk,22.54205,114.06758,234.9,13
皇岗路,trunk,22.5437,114.06883,196.1,13
彩田路,primary,22.53587,114.06305,587.4,14
京港澳高速,motorway,22.52632,114.06701,473.2,13
京港澳高速,motorway,22.51821,114.06061,292.7,6
京港澳高速,motorway,22.5215,114.06407,626.4,10
彩田路,primary,22.53128,114.06297,207.7,2
彩田路,primary,22.53128,114.06312,206.6,2
福强路,primary,22.52388,114.06264,598.4,26
皇岗路,trunk,22.53171,114.06827,127.4,2
皇岗路,trunk,22.5317,114.06813,128.1,2
皇岗路,trunk,22.53866,114.06826,988.4,21
福庆街,tertiary,22.538,114.07602,414.0,4
金田路,primary,22.5233,114.06032,461.1,13
雅园立交,trunk,22.5568,114.12098,306.6,25
上步北路,primary,22.56361,114.08832,279.2,6
皇岗路,trunk,22.56976,114.06761,80.8,9
皇岗路,trunk,22.56891,114.06768,113.4,2
皇岗路,trunk,22.569,114.06748,166.3,3
青山公路－元朗段 Castle Peak Road – Yuen Long,secondary,22.44458,114.02758,296.7,17
青山公路－元朗段 Castle Peak Road – Yuen Long,secondary,22.44458,114.02581,34.9,4
青山公路－元朗段 Castle Peak Road – Yuen Long,secondary,22.44459,114.02547,48.1,3
青山公路－元朗段 Castle Peak Road – Yuen Long,tertiary,22.44518,114.03292,6.2,2
青山公路－元朗段 Castle Peak Road – Yuen Long,secondary,22.44446,114.02493,73.3,4
朗業街 Long Yip Street,primary,22.44614,114.03171,12.3,2
青山公路－元朗段 Castle Peak Road – Yuen Long,primary,22.44454,114.03394,31.0,5
朗業街 Long Yip Street,primary,22.44555,114.03237,139.8,3
元朗安樂路 Yuen Long On Lok Road,primary,22.44583,114.03176,14.7,2
青山公路－元朗段 Castle Peak Road – Yuen Long,primary,22.44475,114.0333,122.9,6
青山公路－元朗段 Castle Peak Road – Yuen Long,primary,22.44446,114.03389,19.5,5
元朗舊墟路 Yuen Long Kau Hui Road,tertiary,22.44665,114.03394,44.6,12
青山公路－元朗段 Castle Peak Road – Yuen Long,secondary,22.44445,114.02579,33.3,2
华强南路,secondary,22.53611,114.08177,405.0,15
华强南路,secondary,22.53781,114.08181,208.8,3
滨河大道辅路,primary,22.53736,114.0816,208.3,10
新深路 San Sham Road,primary,22.50201,114.08133,84.1,7
新田交匯處 San Tin Interchange,primary,22.50181,114.0822,39.6,6
新田交匯處 San Tin Interchange,primary,22.50151,114.08144,20.1,4
新田交匯處 San Tin Interchange,primary,22.50128,114.08157,42.7,7
新田交匯處 San Tin Interchange,primary,22.50148,114.08228,44.5,7
天影路 Tin Ying Road,primary,22.44902,113.99892,16.1,2
天影路 Tin Ying Road,primary,22.44787,113.99954,91.6,7
深南大道,primary,22.54264,114.06222,552.7,4
深南中路,primary,22.54349,114.09527,791.6,11
南园路,tertiary,22.54154,114.09292,404.1,11
水官高速,motorway,22.67191,114.20338,1423.8,25
水官高速,motorway,22.65925,114.18753,1271.2,6
沈海高速 深岑高速,motorway,22.66439,114.12313,1030.4,9
沈海高速 深岑高速,motorway,22.66123,114.14143,187.1,2
沈海高速 深岑高速,motorway,22.6653,114.11834,78.6,2
沈海高速 深岑高速,motorway,22.66569,114.09425,395.9,3
珠三角环线高速,motorway,22.6263,114.04279,335.2,5
新洲路,primary,22.56352,114.03997,117.4,2
新洲路,primary,22.56344,114.04017,148.7,2
新洲路,primary,22.56503,114.0394,184.5,3
北环大道辅路,primary,22.56323,114.03954,278.9,3
,primary,22.56397,114.04132,188.4,5
安慈路 On Chee Road,tertiary,22.45287,114.16794,132.6,5
寶雅路 Po Nga Road,tertiary,22.45179,114.15996,115.8,8
懷義街 Wai Yi Street,tertiary,22.44771,114.16549,105.4,6
南盛街 Nam Shing Street,tertiary,22.44816,114.16567,106.4,9
安富道 On Fu Road,tertiary,22.44868,114.16546,87.7,5
馬窩路 Ma Wo Road,tertiary,22.44149,114.16514,11.2,2
红岭中路,primary,22.54875,114.09957,845.1,14
华富路,secondary,22.54303,114.07624,15.7,2
华富路,primary,22.55772,114.08083,143.7,3
笋岗西路,primary,22.5582,114.06391,326.1,12
笋岗西路,primary,22.55803,114.06972,493.8,8
彩田路,primary,22.55846,114.06248,187.5,2
彩田路,primary,22.55508,114.06253,552.3,4
彩田路,primary,22.5619,114.06257,732.9,7
彩田路,primary,22.55846,114.06263,187.3,2
红荔路,primary,22.55158,114.07612,15.7,2
彩田路辅路,secondary,22.57294,114.06117,309.3,3
北环大道辅路,primary,22.56488,114.05179,1811.7,52
彩田路,primary,22.5693,114.06216,96.1,4
彩田路,primary,22.56975,114.06195,142.5,3
彩田路,primary,22.57132,114.06169,182.8,2
彩田路,primary,22.57296,114.06135,186.8,2
彩田路,primary,22.5713,114.06159,183.2,2
彩田路,primary,22.56307,114.06239,879.1,12
彩田路,primary,22.56825,114.06219,158.7,7
彩田路,primary,22.56828,114.06236,189.7,7
彩田路,primary,22.57456,114.06087,60.7,2
彩田路,primary,22.57329,114.06115,231.2,3
彩田路,primary,22.57843,114.05992,499.8,11
彩田路,primary,22.57458,114.06104,60.1,2
沿河南路,primary,22.54148,114.12445,338.5,8
笋岗东路,primary,22.5588,114.11163,155.8,3
笋岗东路,primary,22.55879,114.11056,67.9,2
洪湖西路,secondary,22.56792,114.11281,1802.0,42
笋岗东路,primary,22.55866,114.11171,142.2,3
笋岗东路,primary,22.55872,114.1161,303.7,4
人民公园路,secondary,22.55349,114.11041,1306.3,40
人民公园路,secondary,22.55975,114.11203,226.7,11
人民公园路,secondary,22.55232,114.11024,1317.9,50
人民公园路,secondary,22.55972,114.11193,221.7,13
文锦北路,trunk,22.56956,114.11782,341.1,6
文锦中路,trunk,22.55901,114.11966,155.6,11
笋岗东路,primary,22.55877,114.12029,104.2,14
雅园立交,trunk,22.55753,114.12099,208.4,10
文锦北路,trunk,22.58467,114.11274,118.3,4
文锦中路,primary,22.56002,114.11985,145.2,5
康樂園路 Hong Lok Yuen Road,secondary,22.46275,114.14859,38.2,4
康樂西路 Hong Lok Road West,tertiary,22.46148,114.15179,6.4,2
康樂園路 Hong Lok Yuen Road,tertiary,22.46156,114.15159,39.8,6
康樂園路 Hong Lok Yuen Road,tertiary,22.46179,114.15105,65.4,2
康樂園路 Hong Lok Yuen Road,tertiary,22.46186,114.15106,67.1,2
康樂園路 Hong Lok Yuen Road,tertiary,22.46221,114.14993,173.8,15
大埔太和路 Tai Po Tai Wo Road,primary,22.45091,114.17711,12.9,2
泥岗西路,primary,22.56714,114.09064,428.0,5
北环大道,trunk,22.55992,114.01717,1978.2,25
北环大道,trunk,22.56734,114.08687,461.5,43
上步北路,primary,22.56735,114.08667,374.4,15
泥岗西路辅路,primary,22.56719,114.09124,551.5,9
红岗路,secondary,22.58445,114.10128,410.0,27
红岭北路,primary,22.57049,114.09911,209.5,3
红岭中路,primary,22.54712,114.09946,880.6,15
红岭北路,primary,22.57006,114.09894,168.3,2
泥岗路,trunk,22.57245,114.10324,1320.7,14
布心路辅路,primary,22.57637,114.1171,136.3,2
文锦北路,trunk,22.57673,114.11679,125.9,2
文锦北路,trunk,22.56514,114.11827,821.0,9
文锦北路,trunk,22.57665,114.11664,127.9,2
文锦北路,trunk,22.58148,114.11468,532.8,16
沿河路高架桥,trunk,22.54199,114.12553,1286.7,18
沿河路高架桥,trunk,22.54261,114.12684,1286.4,15
文锦中路,primary,22.55357,114.12498,356.9,8
侨香路,primary,22.54666,114.00056,1464.7,27
京港澳高速,motorway,22.54579,113.99691,154.0,3
京港澳高速,motorway,22.54354,114.00394,1151.1,14
京港澳高速,motorway,22.54866,113.98956,1662.3,18
京港澳高速,motorway,22.54585,113.99722,152.7,2
京港澳高速,motorway,22.55439,113.97954,651.5,5
珠三角环线高速,motorway,22.63538,114.04471,625.7,8
民旺路,secondary,22.62454,114.03237,646.5,24
沈海高速 深岑高速,motorway,22.68381,114.034,73.6,3
沈海高速 深岑高速,motorway,22.6775,114.06374,90.4,2
水官高速,motorway,22.64322,114.1491,66.0,2
沈海高速 深岑高速,motorway,22.66064,114.15412,137.4,3
文锦中路,primary,22.55872,114.12081,78.6,2
雅园立交,trunk,22.55827,114.12053,172.5,9
爱国路高架桥,trunk,22.56735,114.13784,1195.6,13
罗沙公路,trunk,22.55598,114.13951,63.5,3
罗沙公路,trunk,22.55867,114.17973,533.9,9
罗沙公路,trunk,22.55576,114.14074,150.6,2
罗沙公路,trunk,22.55585,114.13958,62.2,2
罗沙公路,trunk,22.55601,114.13918,19.0,2
东环二路,secondary,22.63251,114.04297,22.8,2
丹平快速路,trunk,22.63232,114.1514,729.4,10
红棉道,secondary,22.50758,114.05241,597.3,11
益田路,primary,22.51389,114.05103,365.5,2
布龙路,primary,22.63018,114.06567,15.3,2
坂雪岗大道,primary,22.65601,114.06367,970.9,13
南坪快速,trunk,22.63374,114.09727,291.6,2
南坪快速,trunk,22.63388,114.09713,301.6,2
南坪快速,trunk,22.63312,114.09526,118.1,2
吉华路,primary,22.63185,114.09711,241.3,4
吉华路,primary,22.63432,114.09566,454.5,6
布沙路,primary,22.60946,114.14212,2733.4,48
龙岗大道,trunk,22.60009,114.11353,256.9,4
龙岗大道,trunk,22.59573,114.1108,642.5,6
莲花路,tertiary,22.60119,114.10576,1224.9,32
粤宝路,secondary,22.59255,114.10761,8.4,2
莲塘路,tertiary,22.56367,114.1697,248.4,4
国威路,tertiary,22.56692,114.16858,377.9,5
仙湖路,tertiary,22.56875,114.16141,410.4,10
罗沙路辅路,primary,22.56286,114.16255,869.2,14
鹏兴路,tertiary,22.56509,114.15745,275.0,6
莲十路,tertiary,22.56879,114.15866,707.2,24
畔山路,tertiary,22.56332,114.17087,332.9,3
东环一路,primary,22.65518,114.0255,2330.3,28
东环一路,primary,22.6511,114.02871,742.3,10
龙华和平路,primary,22.66887,114.0323,870.0,13
浪花路,secondary,22.69939,113.98024,1313.0,47
建设东路,secondary,22.64269,114.00746,817.5,24
新深路 San Sham Road,primary,22.50264,114.08086,63.0,2
青山公路－潭尾段 Castle Peak Road – Tam Mi,secondary,22.47153,114.05487,30.3,5
新深路 San Sham Road,primary,22.50258,114.08079,64.9,2
新深路 San Sham Road,primary,22.50333,114.08001,166.6,4
新深路 San Sham Road,primary,22.50225,114.08127,52.7,3
古洞路 Kwu Tung Road,tertiary,22.49788,114.07755,108.9,7
白石凹交匯處 Pak Shek Au Interchange,tertiary,22.50368,114.09128,51.6,3
白石凹交匯處 Pak Shek Au Interchange,tertiary,22.50403,114.09131,50.0,4
,primary,22.52091,114.06345,508.1,28
新深路 San Sham Road,primary,22.51664,114.07078,467.4,8
古洞路 Kwu Tung Road,tertiary,22.50305,114.10586,88.0,2
古洞路 Kwu Tung Road,tertiary,22.50372,114.10671,205.7,19
寶石湖路 Po Shek Wu Road,primary,22.50635,114.12586,137.0,8
粉嶺公路 Fanling Highway,motorway,22.49025,114.14105,1567.6,33
粉嶺公路 Fanling Highway,motorway,22.50015,114.12349,252.2,6
粉嶺公路 Fanling Highway,motorway,22.50218,114.11826,316.4,8
粉嶺公路 Fanling Highway,motorway,22.50028,114.12355,249.9,6
大頭嶺迴旋處 Tai Tau Leng Roundabout,primary,22.50008,114.12335,10.4,3
粉嶺公路 Fanling Highway,motorway,22.50208,114.11617,51.2,2
粉嶺公路 Fanling Highway,motorway,22.50235,114.11207,1062.3,11
新田公路 San Tin Highway,motorway,22.49195,114.06349,396.2,8
新田公路 San Tin Highway,motorway,22.49368,114.06925,33.8,2
新田公路 San Tin Highway,motorway,22.49379,114.06921,33.8,2
新田公路 San Tin Highway,motorway,22.4942,114.0707,270.6,4
古洞路 Kwu Tung Road,tertiary,22.49732,114.07836,67.7,2
古洞路 Kwu Tung Road,tertiary,22.4998,114.08179,9.2,2
菩提路,tertiary,22.51519,114.05369,949.4,16
椰风道,tertiary,22.51524,114.05486,30.7,4
福保一号隧道,tertiary,22.51477,114.05516,83.5,2
紫荆道,tertiary,22.50714,114.05425,445.1,5
瑞香道,tertiary,22.51017,114.05491,163.6,3
蓝花道,tertiary,22.50495,114.05106,224.5,4
红柳道,tertiary,22.50828,114.04565,549.1,9
海虹道,tertiary,22.51158,114.04725,175.7,8
凤凰道,tertiary,22.51401,114.04478,43.4,4
福保三号隧道,tertiary,22.51332,114.04469,103.3,2
凤凰道,tertiary,22.50898,114.04417,533.8,8
平冠道,tertiary,22.50922,114.04104,486.8,11
黄槐道,tertiary,22.50909,114.04258,504.3,15
香樟道,tertiary,22.50925,114.03797,342.8,5
广兰道,tertiary,22.50946,114.0395,470.9,9
绒花路,tertiary,22.5119,114.0545,346.2,3
红花路,tertiary,22.51182,114.03817,128.4,2
桃花路,secondary,22.50948,114.0559,501.1,14
益田路,primary,22.51131,114.05144,149.8,6
益田路,primary,22.51387,114.05096,362.4,2
桂花路,secondary,22.51242,114.0465,832.7,25
新潭路 San Tam Road,tertiary,22.48828,114.06046,1537.6,67
掃管埔路 So Kwun Po Road,secondary,22.49791,114.13151,32.3,5
掃管埔路 So Kwun Po Road,secondary,22.49825,114.13178,58.0,2
掃管埔路 So Kwun Po Road,secondary,22.49959,114.13316,235.7,10
