name,highway,lat,lon,length_m,n_nodes
观光路,primary,22.73591,113.95802,1994.8,43
长凤路,secondary,22.72108,113.92363,15.8,2
深圳外环高速,motorway,22.7116,113.89191,489.8,10
深圳外环高速,motorway,22.75726,114.07151,1601.6,13
深圳外环高速,motorway,22.71776,113.88359,1942.0,29
金龟隧道,trunk,22.65248,114.40516,779.5,3
坪葵路,primary,22.63875,114.41147,546.7,11
兴华路,tertiary,22.63014,114.42218,89.4,2
葵新南路,secondary,22.6235,114.41732,97.7,3
怡景路,primary,22.5579,114.13576,272.3,6
聚贤路,tertiary,22.72755,114.39519,500.2,6
禾田路,tertiary,22.75572,114.40432,727.8,22
锦绣东路,secondary,22.72866,114.37496,646.4,9
锦绣东路,secondary,22.72878,114.37524,643.5,9
锦绣东路,secondary,22.74267,114.39734,2485.2,29
锦绣东路,secondary,22.73668,114.384,513.9,4
金联路,tertiary,22.74755,114.40054,653.4,7
金联路,tertiary,22.74316,114.40341,151.8,2
金联路,tertiary,22.74203,114.40431,244.9,4
鸿祥路,tertiary,22.73713,114.35036,206.9,3
宝梓中路,secondary,22.74117,114.37868,571.5,8
梓兴路,tertiary,22.74187,114.37132,456.2,8
城兴路,tertiary,22.74276,114.36893,436.6,4
光祖北路,secondary,22.74369,114.36599,561.5,14
盘龙路,secondary,22.73817,114.36541,299.6,5
荔景南路,primary,22.67863,114.38529,1329.0,14
绿梓大道,trunk,22.66938,114.38957,1017.1,10
兰田路,tertiary,22.70067,114.4022,1537.7,21
爱国路,trunk,22.56722,114.13632,25.3,2
爱国路,trunk,22.56713,114.1364,26.6,2
罗沙公路,trunk,22.5559,114.13909,38.9,2
沿河北路辅路,primary,22.55494,114.13917,125.8,4
沿河北路辅路,primary,22.55135,114.13713,304.8,7
沿河北路辅路,primary,22.56021,114.14079,270.8,6
沿河北路,trunk,22.55878,114.1403,187.1,5
沿河北路,trunk,22.56143,114.14077,335.0,12
沿河北路辅路,primary,22.56114,114.14045,273.1,8
汀角路 Ting Kok Road,primary,22.45778,114.17755,23.7,3
汀角路 Ting Kok Road,primary,22.45759,114.17752,16.4,2
汀角路 Ting Kok Road,primary,22.45791,114.17769,13.6,2
汀角路 Ting Kok Road,primary,22.45746,114.17751,12.9,2
汀角路 Ting Kok Road,primary,22.45683,114.17748,13.0,2
汀角路 Ting Kok Road,primary,22.45727,114.17765,121.8,6
汀角路 Ting Kok Road,primary,22.45815,114.17775,40.6,4
汀角路 Ting Kok Road,primary,22.45914,114.18039,25.5,3
汀角路 Ting Kok Road,primary,22.45916,114.17996,64.9,5
汀角路 Ting Kok Road,primary,22.45905,114.18053,25.6,3
汀角路 Ting Kok Road,primary,22.45905,114.18092,48.1,3
汀角路 Ting Kok Road,primary,22.46113,114.18438,89.8,4
汀角路 Ting Kok Road,primary,22.46197,114.1854,262.0,19
汀角路 Ting Kok Road,primary,22.4612,114.18433,41.8,3
广深沿江高速,motorway,22.52305,113.88466,1673.3,14
广深沿江高速,motorway,22.54377,113.87327,3158.5,30
金科路,secondary,22.55459,113.86955,1574.0,35
金科路,secondary,22.54911,113.8744,239.5,8
月亮湾大道,secondary,22.49753,113.87656,928.4,6
兴海大道,tertiary,22.48927,113.88959,105.3,8
兴海大道,tertiary,22.48976,113.88864,163.7,11
兴海大道,tertiary,22.48939,113.88961,106.5,6
兴海大道,tertiary,22.48609,113.89342,1314.6,23
兴海大道高架,primary,22.48573,113.89395,1613.9,24
兴海大道高架,primary,22.4776,113.90013,535.3,23
兴海大道高架,primary,22.48539,113.89422,1607.1,20
兴海大道高架,primary,22.5076,113.88214,4200.2,75
通海路,tertiary,22.51265,113.87082,594.5,4
兴海大道,tertiary,22.50474,113.88164,1164.0,14
碧新路,secondary,22.69757,114.27357,368.0,10
龙南路,tertiary,22.70109,114.27118,856.6,14
南同大道,secondary,22.69882,114.27538,362.6,4
乐园路,tertiary,22.71283,114.30313,860.0,11
乐其路,secondary,22.71077,114.30658,220.1,3
园新路,tertiary,22.71297,114.29915,640.8,6
大坑路,tertiary,22.7044,114.30294,1874.1,32
业通一路,tertiary,22.66641,114.32125,1357.5,42
龙南路,tertiary,22.70561,114.26839,297.0,7
龙南路,secondary,22.70868,114.27373,1075.5,25
坂李大道,primary,22.66059,114.09211,1089.9,27
坂李大道,primary,22.66238,114.09796,269.0,3
塘坑路,tertiary,22.68107,113.94586,354.9,6
寶雅路 Po Nga Road,tertiary,22.45051,114.16099,57.3,5
寶雅路 Po Nga Road,tertiary,22.45087,114.16068,53.4,4
惠盐中路,primary,22.64296,114.21078,414.7,7
惠盐中路,primary,22.63907,114.21203,421.7,7
平盐线,secondary,22.60429,114.24214,179.4,7
盐龙大道辅路,primary,22.72682,114.20683,126.4,2
沙荷路,primary,22.6371,114.21063,468.2,7
沙荷路,primary,22.63772,114.21547,657.1,19
沙荷路,primary,22.63364,114.19755,1079.7,16
沙荷路,primary,22.63696,114.21085,445.3,10
寶雅路 Po Nga Road,tertiary,22.45217,114.15905,55.7,5
松白路辅路,primary,22.64233,113.92269,406.9,9
松白路辅路,primary,22.64453,113.92025,343.9,7
宝石路,primary,22.64349,113.92143,55.9,2
应人石市场路,tertiary,22.64689,113.92155,258.5,8
宝石路,tertiary,22.64461,113.92168,280.2,11
松白路辅路,primary,22.64361,113.92155,38.2,2
松白路辅路,primary,22.64311,113.92155,37.8,2
,primary,22.63247,114.41446,14.7,2
亚迪路,tertiary,22.63648,114.40853,350.4,16
金葵西路,primary,22.62875,114.41534,112.0,4
金葵中路,primary,22.62896,114.41573,12.5,2
金葵中路,primary,22.62961,114.42211,118.3,4
金葵东路,primary,22.62985,114.42897,1023.0,19
王母立交桥,tertiary,22.59361,114.46761,43.5,8
金沙大道,tertiary,22.57299,114.4529,1113.2,22
核坝路,secondary,22.6497,114.52327,1466.2,41
核坝路,secondary,22.65176,114.56589,925.2,33
葵湾路,primary,22.64931,114.48865,548.7,12
葵湾路,primary,22.6494,114.48854,548.5,11
葵坝隧道,primary,22.64328,114.46282,4836.1,2
葵坝路,primary,22.63785,114.43978,46.5,2
葵坝隧道,primary,22.63755,114.43888,149.6,2
葵坝路,primary,22.63701,114.43726,187.6,4
葵坝路,primary,22.63611,114.43503,189.5,3
葵坝隧道,primary,22.63737,114.43916,185.6,2
葵坝路,primary,22.63766,114.44038,72.9,2
葵坝隧道,primary,22.64312,114.4632,4769.3,2
光明大道,primary,22.73911,113.89342,1143.6,13
龙海三路,tertiary,22.7308,114.42173,535.9,3
西南大道,primary,22.72703,114.4121,1809.5,26
马峦路,tertiary,22.68034,114.34474,110.0,2
坪马线,tertiary,22.67555,114.3457,674.6,20
坪马箱涵,tertiary,22.67248,114.34585,18.8,5
东涌路,tertiary,22.49989,114.56772,898.6,42
新海路,tertiary,22.48863,114.54225,584.9,13
金湾大道,secondary,22.56379,113.84782,92.4,5
深南大道,primary,22.53611,113.98586,717.6,11
纳善路,tertiary,22.83126,114.49017,1554.5,24
叶挺大道,primary,22.8245,114.45396,556.8,15
永兴路,secondary,22.81616,114.4572,470.7,6
沿河北路,trunk,22.55144,114.13732,362.8,7
沿河北路辅路,primary,22.55853,114.13998,327.7,4
北环大道辅路,primary,22.55854,113.98653,324.0,10
燕山大道,secondary,22.80133,113.85211,563.1,8
黄朗路,tertiary,22.79946,113.83427,613.9,15
竹子林四路,tertiary,22.53761,114.00281,267.7,7
竹子林四路,tertiary,22.53639,114.00298,181.5,11
廣福道 Kwong Fuk Road,tertiary,22.44955,114.16499,12.7,3
廣福道 Kwong Fuk Road,tertiary,22.44972,114.16471,8.0,3
廣福道 Kwong Fuk Road,tertiary,22.44957,114.16488,33.8,6
普益街 Po Yick Street,tertiary,22.44934,114.16679,27.0,6
達運道 Tat Wan Road,secondary,22.44331,114.16691,175.1,13
安富道 On Fu Road,tertiary,22.44819,114.16519,51.9,3
寶鄉街 Po Heung Street,secondary,22.44838,114.16643,102.8,7
安埔路 On Po Road,tertiary,22.45432,114.17506,12.7,7
安埔路 On Po Road,tertiary,22.45438,114.17408,61.7,5
安埔路 On Po Road,tertiary,22.45448,114.17504,3.4,2
正坦线,tertiary,22.67945,113.77447,476.1,9
福永排北路,tertiary,22.66388,113.79987,848.5,16
福永大道,secondary,22.67412,113.81894,1643.6,25
怀德南路,secondary,22.6678,113.81523,1600.2,17
福永大道,secondary,22.67713,113.82835,1066.4,16
宝源路,secondary,22.60858,113.82676,81.0,8
西铁线,tertiary,22.58844,113.87548,581.2,15
金沙大道,tertiary,22.56668,114.46223,904.5,23
惠大高速,motorway,22.79132,114.50676,30.5,2
惠大高速,motorway,22.78039,114.50818,2362.2,22
惠大高速,motorway,22.7913,114.5066,32.1,2
中兴中路,secondary,22.75977,114.53078,290.5,7
疏港大道辅路,secondary,22.75954,114.53174,290.6,3
中兴中路,secondary,22.75487,114.53061,456.9,11
中兴中路,secondary,22.76,114.53089,178.5,6
中兴中路,secondary,22.76051,114.53174,423.4,21
,secondary,22.75843,114.53316,69.9,2
,secondary,22.75939,114.53228,117.8,5
,secondary,22.75889,114.53173,125.7,6
,secondary,22.75945,114.53139,123.4,9
疏港大道,primary,22.75367,114.54325,592.8,2
疏港大道,primary,22.74853,114.5502,317.2,9
疏港大道,primary,22.75666,114.53716,700.7,6
疏港大道,primary,22.75355,114.54319,594.2,2
疏港大道辅路,secondary,22.75578,114.53921,1049.9,5
香山东街,tertiary,22.54395,113.98487,1178.2,50
杜鹃山西街,tertiary,22.5436,113.97351,861.5,25
香山中街,tertiary,22.55184,113.97217,64.0,8
香山中街,tertiary,22.5518,113.97238,64.2,7
香山中街,tertiary,22.54828,113.97677,1408.9,67
北环大道辅路,primary,22.55421,113.9145,302.6,5
辅岐路 Fuqi Rd,tertiary,22.69889,114.10336,59.3,5
斜鹅线,tertiary,22.52286,114.48423,1866.8,51
龙歧路,tertiary,22.56873,114.49268,59.0,2
龙歧路,tertiary,22.56843,114.49751,819.6,7
龙鹏南路,tertiary,22.57081,114.49585,364.2,19
丽水路,secondary,22.58832,113.97774,203.0,8
新丰路,secondary,22.53396,114.50614,1708.4,59
盐三路,secondary,22.63218,114.27881,20.0,5
南西路,primary,22.52527,114.50537,1319.0,44
鹿嘴大道,tertiary,22.54118,114.5967,683.3,35
富利路,tertiary,22.80243,113.88533,131.2,2
頌雅路 Chung Nga Road,tertiary,22.45834,114.16998,82.0,8
頌雅路 Chung Nga Road,tertiary,22.45848,114.17005,45.7,5
頌雅路 Chung Nga Road,tertiary,22.45749,114.16997,122.1,6
广深公路,trunk,22.64957,113.82684,98.3,3
机场五道,tertiary,22.6466,113.82129,405.3,7
,motorway,22.60621,113.88344,41.9,2
京港澳高速,motorway,22.61675,113.87333,3069.7,23
,motorway,22.60612,113.88333,41.7,2
京港澳高速,motorway,22.60473,113.88457,346.5,7
妈湾一路,tertiary,22.50687,113.88794,479.1,8
妈湾一路,tertiary,22.50717,113.88771,476.2,9
前海路,tertiary,22.51183,113.89879,352.0,3
前海路,tertiary,22.50802,113.89443,944.4,26
前海路,tertiary,22.51082,113.89772,61.9,4
铲湾路,tertiary,22.50832,113.89281,288.3,11
福龙路,trunk,22.59125,114.00998,304.7,6
福龙路,trunk,22.59253,114.01015,58.8,4
福龙路,trunk,22.59366,114.0108,192.0,8
南坪快速,trunk,22.59086,114.00484,84.6,3
南坪快速,trunk,22.59011,114.00929,300.4,8
南坪快速,trunk,22.59075,114.00444,147.7,4
南海大道,primary,22.5451,113.92717,200.4,8
深南大道,primary,22.54292,114.05403,904.4,25
振华西路,secondary,22.54741,114.07461,230.6,2
华强南路,secondary,22.54316,114.08161,22.5,5
深南中路,primary,22.5433,114.08607,931.6,16
深南中路,primary,22.54302,114.07828,522.1,9
上步南路,primary,22.5417,114.09117,48.4,4
同心南路,secondary,22.53948,114.09525,193.1,3
富通路,tertiary,22.72132,113.82581,689.9,13
企安路,tertiary,22.72043,113.83134,407.2,5
福中路,secondary,22.5475,114.05561,639.2,12
福中路,secondary,22.54733,114.05448,587.4,12
福中三路,tertiary,22.54533,114.05085,1419.2,37
民田路,tertiary,22.54978,114.04755,397.6,18
福华三路,tertiary,22.53542,114.0603,444.0,15
平湖大街,secondary,22.68318,114.14311,2081.6,30
东门路,tertiary,22.67944,114.1521,190.0,8
东深公路,trunk,22.67727,114.15108,490.1,9
东深公路,trunk,22.67925,114.15289,213.9,6
平盐线,secondary,22.60299,114.24317,257.7,10
龙华人民路,primary,22.63731,114.02082,41.6,5
洲石路,primary,22.67327,113.92041,221.5,6
宝石南路,primary,22.67304,113.92198,141.8,7
松白路,primary,22.67836,113.92173,1032.6,18
松兴路,tertiary,22.77568,113.82311,140.3,3
沙江路,secondary,22.77283,113.81727,1046.0,20
沙江路,secondary,22.7751,113.82409,150.7,5
沙江路,secondary,22.78028,113.84445,2351.8,22
燕罗路,secondary,22.79961,113.85342,426.0,15
将塘路,secondary,22.75944,113.90036,110.8,6
根玉路,primary,22.75167,113.87899,1787.2,27
根玉路,primary,22.73585,113.88554,2868.0,37
福华五路,tertiary,22.53374,114.06245,132.8,11
凤塘大道,primary,22.69689,113.82659,294.2,4
凤凰山大道,secondary,22.69557,113.82837,413.7,8
航站四路,secondary,22.65852,113.81102,1836.6,28
航站四路,tertiary,22.63811,113.82279,702.1,8
航站四路,tertiary,22.6444,113.81951,460.8,3
新安五路,primary,22.58034,113.88531,58.4,6
新安五路,primary,22.57998,113.88478,69.8,2
西乡荔园路,tertiary,22.57948,113.87808,283.8,5
育才路,tertiary,22.67532,113.93633,255.4,5
育才路,tertiary,22.6753,113.93905,254.8,12
育才路,tertiary,22.67539,113.93639,246.4,9
育才路,tertiary,22.67538,113.93333,285.5,6
龙环二路,secondary,22.66862,114.0209,11.7,2
龙环二路,secondary,22.64108,114.04596,536.2,14
东环二路,secondary,22.63536,114.04396,668.0,10
桔坑路,tertiary,22.73256,114.00797,1726.8,43
桂花路,secondary,22.75499,114.05545,927.9,15
桂月路,secondary,22.74958,114.03157,3696.5,94
桂新路,tertiary,22.72783,114.05614,28.8,5
清湖桥,primary,22.67458,114.04096,78.1,3
布龙路,primary,22.66943,113.98948,43.3,2
布龙路,primary,22.66751,113.99155,536.2,6
布龙路辅路,secondary,22.66747,113.99127,466.9,16
布龙路辅路,secondary,22.66689,113.99271,355.9,16
科盛路,tertiary,22.6869,114.0511,1050.3,29
科盛路,tertiary,22.68669,114.05097,1063.3,28
新厦大道,tertiary,22.71485,114.11171,343.6,3
五和大道,primary,22.616,114.05564,660.6,12
五和大道,primary,22.61571,114.05577,614.6,10
长堤路,tertiary,22.79554,113.85334,835.5,10
牛角路,tertiary,22.79549,113.85861,293.2,2
朗东路,tertiary,22.79708,113.858,574.0,4
铁西路,secondary,22.60763,114.11409,382.2,16
布李路,secondary,22.61122,114.11444,676.4,15
布澜路,primary,22.63505,114.12671,422.2,18
布澜路,primary,22.63324,114.12796,24.1,3
布澜路,primary,22.64896,114.11963,218.8,3
布澜路,primary,22.64588,114.12253,477.4,6
虎门港高速,motorway,22.84736,113.77229,663.6,7
虎门港高速,motorway,22.84688,113.76963,160.6,3
虎门港高速,motorway,22.84665,113.76742,313.3,5
虎门港高速,motorway,22.84714,113.77103,125.8,3
汀角路 Ting Kok Road,primary,22.46162,114.19194,12.8,2
露輝路 Lo Fai Road,tertiary,22.46163,114.19202,9.4,2
汀角路 Ting Kok Road,secondary,22.4617,114.19198,13.0,2
露輝路 Lo Fai Road,tertiary,22.46185,114.19202,33.5,4
露輝路 Lo Fai Road,tertiary,22.46183,114.19209,32.8,4
松白路,primary,22.78599,113.87259,288.0,9
松白路,trunk,22.78653,113.87167,13.0,2
大徙桥,secondary,22.7824,113.9114,80.8,2
楼明路,secondary,22.78298,113.90943,396.6,4
西田路,tertiary,22.79918,113.89584,42.8,4
民生大道,trunk,22.78564,113.90274,843.6,12
华发北路,tertiary,22.78692,113.90347,623.1,9
风景北路,tertiary,22.7915,113.89989,900.0,20
风景北路,tertiary,22.7916,113.8997,906.6,25
东方路,tertiary,22.76405,113.84756,84.7,2
东方大道,primary,22.76371,113.84868,124.2,3
根玉路,primary,22.75194,113.87854,1777.4,27
民生大道,trunk,22.78734,113.89311,1247.5,16
集美路,trunk,22.78618,113.8868,268.3,6
振明路,trunk,22.78567,113.88596,214.5,7
集美路,trunk,22.78644,113.88694,277.4,6
振明路,trunk,22.7865,113.8716,27.9,2
下村路,tertiary,22.79218,113.88194,675.2,20
马田路,tertiary,22.7872,113.87482,176.0,4
松白路辅路,secondary,22.77451,113.89398,1832.9,23
福庄路,tertiary,22.78463,113.86578,1046.9,14
同富路,tertiary,22.78572,113.92144,521.3,16
楼明路,secondary,22.77976,113.91599,1275.3,21
碧水路,tertiary,22.76229,113.94947,80.0,6
碧水路,tertiary,22.76216,113.95106,263.2,8
光灿路,tertiary,22.76199,113.95488,802.8,41
科泰路,secondary,22.74338,113.95105,1724.5,45
牛山路,tertiary,22.75083,113.93633,2280.8,57
茶林路,tertiary,22.74623,113.94804,1301.0,28
龙华大道,primary,22.71603,114.04351,82.1,5
观澜大道,primary,22.71782,114.04959,378.5,17
恒瑞四路,tertiary,22.80469,113.8353,266.7,17
众福路,tertiary,22.80046,113.83784,730.1,14
官坜线,tertiary,22.76906,114.20515,3728.0,83
官坜线,tertiary,22.78983,114.2089,3233.7,59
南同大道,secondary,22.69739,114.28043,443.4,5
南联路,secondary,22.72625,114.25828,475.9,11
花园路,tertiary,22.76528,114.27987,434.5,10
兴华路,tertiary,22.76718,114.29067,1156.0,30
发展路,tertiary,22.7767,114.30126,666.3,23
凤凰大道,secondary,22.69598,114.1419,4022.2,49
鹏达路,secondary,22.71702,114.25582,1374.9,12
坪梓路,secondary,22.76857,114.32178,163.3,9
兰景北路,secondary,22.72779,114.37345,1312.7,19
兰竹东路,primary,22.7178,114.38122,1222.5,20
吓陂路,tertiary,22.76307,114.349,819.4,19
沙田南路,tertiary,22.7607,114.39685,620.7,8
五和大道,primary,22.66805,114.05552,228.9,3
低山中路,tertiary,22.74648,114.28274,920.5,5
,tertiary,22.56286,113.86438,62.0,2
大窩東支路 Tai Wo Service Road East,tertiary,22.48397,114.15351,23.1,6
港湾大道,secondary,22.47755,113.90395,143.8,4
水湾直街,tertiary,22.49309,113.91428,395.8,32
工业五路,tertiary,22.49452,113.91188,415.9,10
工业四路,tertiary,22.49297,113.91016,308.7,4
港湾大道,secondary,22.47978,113.90687,236.8,3
海运路,tertiary,22.47211,113.90697,118.7,7
领航四路,tertiary,22.61911,113.80903,1565.9,25
惠深沿海高速,motorway,22.63474,114.46132,4490.2,52
惠深沿海高速,motorway,22.63854,114.48367,522.9,9
大窩西支路 Tai Wo Service Road West,secondary,22.46287,114.1483,32.9,6
汀角路 Ting Kok Road,secondary,22.46096,114.19417,7.4,2
汀角路 Ting Kok Road,secondary,22.45937,114.19806,6.9,2
坪山大道,trunk,22.66223,114.28671,1598.8,26
新榕路,tertiary,22.66834,114.28027,1051.7,20
洋辽路,tertiary,22.66712,114.27506,423.0,9
新榕路,tertiary,22.67093,114.28642,13.9,2
新榕路,tertiary,22.67212,114.28599,228.6,5
嘉宾路,secondary,22.54169,114.109,241.1,8
笋岗东路,primary,22.55854,114.10377,704.9,15
沙頭角公路－石涌凹段 Sha Tau Kok Road – Shek Chung Au,secondary,22.54485,114.2189,130.7,13
沙頭角公路－石涌凹段 Sha Tau Kok Road – Shek Chung Au,secondary,22.54455,114.21836,11.5,2
龙珠四路,secondary,22.55864,113.96642,168.7,18
沙河东路辅路,secondary,22.55771,113.96186,48.8,3
雙龍街,tertiary,22.82195,113.81634,999.3,10
龙海一路,primary,22.76708,114.45464,202.0,2
龙海一路,primary,22.7671,114.45984,616.3,9
百和路 Pak Wo Road,secondary,22.48626,114.14181,536.0,25
百和路 Pak Wo Road,secondary,22.48643,114.14109,30.0,2
華明路 Wah Ming Road,tertiary,22.48392,114.14396,49.2,3
,secondary,22.48322,114.14329,24.2,6
,secondary,22.48334,114.14327,3.3,2
,secondary,22.48325,114.14371,18.5,6
百和路 Pak Wo Road,secondary,22.49082,114.13398,3.2,2
百和路 Pak Wo Road,secondary,22.49089,114.1339,22.8,5
百和路 Pak Wo Road,secondary,22.49537,114.13175,119.9,7
百和路 Pak Wo Road,secondary,22.49552,114.13114,37.4,2
雞嶺迴旋處 Kai Leng Roundabout,secondary,22.49759,114.13155,23.4,5
掃管埔路 So Kwun Po Road,secondary,22.49805,114.13157,5.3,2
掃管埔路 So Kwun Po Road,secondary,22.49702,114.13087,23.8,4
大頭嶺迴旋處 Tai Tau Leng Roundabout,primary,22.50023,114.12407,24.7,4
大頭嶺迴旋處 Tai Tau Leng Roundabout,primary,22.49984,114.12377,14.0,3
沿河南路,secondary,22.53831,114.11965,698.9,9
沿河南路,primary,22.54101,114.12408,155.2,4
香梅路,primary,22.54641,114.03473,459.7,8
香梅路,primary,22.55568,114.0307,499.0,7
香梅路,primary,22.55561,114.03054,483.4,6
怡景路,primary,22.55631,114.1378,262.1,14
深南东路,primary,22.54974,114.13781,80.6,2
新秀路,secondary,22.54976,114.13893,132.3,6
富安大道辅路,secondary,22.68643,114.10322,467.0,15
富安大道,secondary,22.68668,114.10326,370.8,2
富安大道,secondary,22.68664,114.10263,222.5,2
凤岐路,tertiary,22.68535,114.10261,313.8,12
坂澜大道,primary,22.64445,114.06844,14.2,2
龙华大道,primary,22.68073,114.04405,288.1,4
雪岗北路,primary,22.67686,114.04411,528.0,15
五和大道,primary,22.68907,114.07242,644.0,30
福洲大道,primary,22.6764,113.86216,83.2,4
福洲大道,primary,22.67712,113.85982,501.4,18
福洲大道,primary,22.67615,113.86204,84.9,5
福洲大道,primary,22.67324,113.86514,300.1,5
福洲大道,primary,22.67819,113.83603,52.5,2
妈湾大道高架,secondary,22.47111,113.87682,238.6,3
右炮台路,tertiary,22.47056,113.877,135.2,4
右炮台路,tertiary,22.47285,113.876,616.1,4
右炮台路,tertiary,22.47009,113.87731,13.3,2
妈湾大道,secondary,22.50058,113.86811,46.3,3
妈湾跨海通道,trunk,22.50608,113.86716,659.7,4
妈湾大道,secondary,22.50043,113.86827,79.2,4
妈湾大道高架,secondary,22.49994,113.86826,94.6,2
泥岗西路,primary,22.56364,114.08479,285.7,8
泥岗路辅路,primary,22.57114,114.10158,360.9,11
华富路,secondary,22.55106,114.07602,90.6,8
华富路,primary,22.55258,114.07686,71.4,9
红荔路,primary,22.54543,114.02432,149.1,2
红荔路,primary,22.54535,114.02451,163.7,3
工业七路,tertiary,22.49808,113.92945,119.6,5
沙荷路,primary,22.62407,114.18379,840.9,23
五联路,tertiary,22.74977,114.23802,565.5,14
大盐线,secondary,22.62528,114.26244,316.4,16
骆马岭水库桥,secondary,22.60669,114.25671,87.2,2
旺民街,tertiary,22.62916,114.02378,312.9,7
腾龙路,secondary,22.62557,114.01755,222.2,10
民塘路,secondary,22.63172,114.02106,401.3,14
红玉路,tertiary,22.6211,114.02671,54.8,4
民安路,secondary,22.63203,114.02934,657.2,14
宝安大道辅路,primary,22.5829,113.86083,568.9,10
金葵西路,primary,22.62668,114.41277,288.6,11
金葵西路,primary,22.6287,114.41543,79.2,4
葵坝公路,secondary,22.63004,114.42264,8.6,2
金葵东路,primary,22.62992,114.42912,1018.6,18
金葵东路,primary,22.62929,114.43306,124.5,2
延安路,primary,22.63422,114.42022,497.3,12
延安路,primary,22.63443,114.42381,389.1,6
侨城西街,tertiary,22.54024,113.97213,99.8,5
兴海大道,primary,22.47013,113.89569,96.9,3
南康路,tertiary,22.47204,113.89839,115.5,5
港湾大道,secondary,22.47231,113.8981,14.8,2
港湾大道,secondary,22.48051,113.90786,41.2,5
源海路,secondary,22.48064,113.90786,44.2,5
南海大道,primary,22.50319,113.91692,35.4,4
南海大道,primary,22.5381,113.92706,101.7,2
南海大道,primary,22.54394,113.92692,150.6,2
深南大道,primary,22.54285,113.9283,294.3,3
深南大道,primary,22.5429,113.93792,1339.2,12
深南大道,primary,22.54345,113.95055,149.7,3
深南大道,primary,22.53567,114.00021,602.9,4
深南大道辅路,secondary,22.53762,114.01082,249.1,2
侨香路,primary,22.54847,114.00592,148.4,3
侨香路,primary,22.5461,113.99932,1510.5,30
,secondary,22.54775,114.0055,111.5,4
侨香路,primary,22.54373,113.99142,31.2,4
侨香路,primary,22.54784,113.98283,837.1,15
,secondary,22.54583,113.996,474.1,16
,secondary,22.54725,114.00208,890.5,24
安托山一路,tertiary,22.54741,113.9975,177.3,5
侨香路,primary,22.54918,114.00641,64.5,3
侨香路,primary,22.55566,114.02113,1197.6,28
深南大道,primary,22.53679,114.0086,862.4,5
深南大道,secondary,22.53786,114.01361,167.5,10
深南大道,primary,22.53491,113.99629,828.6,7
深南大道,primary,22.54316,113.9518,73.5,2
科技南十路,tertiary,22.54248,113.94905,158.6,7
深南大道,primary,22.54254,113.9285,54.5,2
深南大道,primary,22.54252,113.93508,1128.9,11
南海大道,primary,22.53893,113.92716,117.8,2
南海大道,primary,22.54036,113.92713,199.0,2
南海大道,primary,22.53323,113.92599,94.5,2
南海大道,primary,22.50329,113.9171,7.9,2
工业八路,secondary,22.50321,113.91723,42.7,4
爱榕路,tertiary,22.50516,113.92395,563.1,9
公园路,tertiary,22.49509,113.92001,379.0,8
工业七路,tertiary,22.49734,113.92188,557.3,23
南海大道,primary,22.49158,113.91064,240.5,2
工业三路,tertiary,22.48972,113.91147,144.8,11
工业一路,tertiary,22.48189,113.90787,8.9,3
工业一路,tertiary,22.48195,113.90744,64.1,4
工业一路,tertiary,22.48188,113.90766,63.3,5
源海路,secondary,22.48137,113.90733,118.5,9
兴海大道,primary,22.46977,113.89532,192.3,5
深南大道,primary,22.54349,113.95878,227.0,7
塘布二路,tertiary,22.61508,114.15242,311.7,10
和平路,secondary,22.53358,114.11482,256.4,14
沿河南路,secondary,22.53506,114.11549,154.5,7
金沙大道,tertiary,22.5837,114.45831,1475.8,23
金沙西路,tertiary,22.57441,114.4483,1197.9,35
北山道辅路,tertiary,22.59725,114.24867,422.8,13
妈湾大道高架,secondary,22.49778,113.86879,354.0,6
妈湾大道高架,secondary,22.48137,113.87391,1973.4,47
月亮湾大道高架,secondary,22.49465,113.87039,560.3,22
月亮湾大道高架,secondary,22.49174,113.87044,261.9,5
布吉广场路,tertiary,22.61029,114.12357,430.7,22
布吉广场路,tertiary,22.61024,114.12361,432.7,21
深圳外环高速,motorway,22.78522,114.33663,1156.0,26
深圳外环高速,motorway,22.78516,114.33652,1155.2,26
宝源路,primary,22.57469,113.85549,350.4,6
宝源路,primary,22.59367,113.83466,4107.8,62
,tertiary,22.48298,113.88444,62.7,2
沁园路,tertiary,22.59896,113.96087,85.9,3
沙河西路,primary,22.58565,113.94981,229.9,3
沙河西路,primary,22.58935,113.95005,403.0,9
沙河西路,primary,22.5741,113.94973,853.5,15
沙河西路,primary,22.56677,113.95217,852.3,23
松坪山路,tertiary,22.5589,113.94703,9.9,2
朗山路,secondary,22.55974,113.95233,166.1,11
,secondary,22.55964,113.9293,11.9,2
南海大道,primary,22.55841,113.92907,122.5,3
南海大道,primary,22.55455,113.9287,29.0,2
北环大道辅路,primary,22.55497,113.92871,82.3,2
北环大道辅路,primary,22.55503,113.92733,181.9,3
北环大道辅路,primary,22.55519,113.92111,417.7,7
南山大道,primary,22.55372,113.91841,38.8,2
南山大道,primary,22.55233,113.91845,266.9,7
南山大道,primary,22.54527,113.9189,105.3,3
南山大道辅路,tertiary,22.54522,113.91896,105.8,3
南山大道,primary,22.54422,113.91903,131.6,2
南山大道,primary,22.54703,113.91871,237.9,4
深南大道,primary,22.54314,113.91737,300.3,6
深南大道辅路,secondary,22.54377,113.91364,220.9,6
深南大道,primary,22.54355,113.91451,38.7,2
桃园路,secondary,22.53548,113.91881,392.2,8
