lat,lon,builtup_pct,n_px
22.4467,113.7986,0.0,2916
22.4467,113.8031,0.0,2916
22.4467,113.8076,0.0,2862
22.4467,113.8121,0.0,2916
22.4467,113.8166,0.0,2916
22.4467,113.8211,0.0,2916
22.4467,113.8256,0.0,2916
22.4467,113.83,0.0,2916
22.4467,113.8345,0.0,2916
22.4467,113.839,0.0,2916
22.4467,113.8435,0.0,2916
22.4467,113.848,0.0,2916
22.4467,113.8525,0.0,2862
22.4467,113.857,0.0,2916
22.4467,113.8615,0.0,2916
22.4467,113.866,0.0,2916
22.4467,113.8705,0.0,2916
22.4467,113.875,0.0,2916
22.4467,113.8795,0.0,2916
22.4467,113.8839,3.1,2916
22.4467,113.8884,20.8,2916
22.4467,113.8929,0.0,2916
22.4467,113.8974,0.0,2862
22.4467,113.9019,0.0,2916
22.4467,113.9064,0.0,2916
22.4467,113.9109,0.0,2916
22.4467,113.9154,0.0,2916
22.4467,113.9199,0.0,2916
22.4467,113.9244,0.0,2916
22.4467,113.9289,0.0,2916
22.4467,113.9333,0.0,2916
22.4467,113.9378,0.0,2916
22.4467,113.9423,0.0,2862
22.4467,113.9468,0.0,2916
22.4467,113.9513,0.0,2916
22.4467,113.9558,6.6,2916
22.4467,113.9603,8.4,2916
22.4467,113.9648,5.3,2916
22.4467,113.9693,0.0,2916
22.4467,113.9738,0.0,2916
22.4467,113.9783,17.2,2916
22.4467,113.9828,62.5,2916
22.4467,113.9872,91.5,2862
22.4467,113.9917,94.8,2916
22.4467,113.9962,84.5,2916
22.4467,114.0007,75.1,2970
22.4467,114.0052,88.4,2916
22.4467,114.0097,57.9,2916
22.4467,114.0142,63.9,2916
22.4467,114.0187,79.4,2916
22.4467,114.0232,89.7,2916
22.4467,114.0277,91.4,2916
22.4467,114.0322,93.5,2862
22.4467,114.0367,85.2,2916
22.4467,114.0411,57.3,2916
22.4467,114.0456,29.8,2916
22.4467,114.0501,42.6,2916
22.4467,114.0546,11.0,2916
22.4467,114.0591,31.7,2916
22.4467,114.0636,50.7,2916
22.4467,114.0681,12.4,2916
22.4467,114.0726,36.9,2862
22.4467,114.0771,56.7,2916
22.4467,114.0816,38.9,2916
22.4467,114.0861,9.1,2916
22.4467,114.0906,53.5,2916
22.4467,114.095,80.6,2916
22.4467,114.0995,14.9,2916
22.4467,114.104,0.0,2916
22.4467,114.1085,0.0,2916
22.4467,114.113,0.0,2916
22.4467,114.1175,0.0,2862
22.4467,114.122,0.0,2916
22.4467,114.1265,12.0,2916
22.4467,114.131,24.6,2916
22.4467,114.1355,31.2,2916
22.4467,114.14,19.8,2916
22.4467,114.1445,0.0,2916
22.4467,114.1489,30.8,2916
22.4467,114.1534,18.1,2916
22.4467,114.1579,40.2,2916
22.4467,114.1624,23.1,2862
22.4467,114.1669,86.6,2916
22.4467,114.1714,49.7,2916
22.4467,114.1759,58.0,2916
22.4467,114.1804,1.6,2916
22.4467,114.1849,0.0,2916
22.4467,114.1894,0.0,2916
22.4467,114.1939,0.0,2916
22.4467,114.1984,0.0,2916
22.4467,114.2028,0.0,2916
22.4467,114.2073,0.0,2862
22.4467,114.2118,0.0,2916
22.4467,114.2163,0.0,2916
22.4467,114.2208,0.0,2916
22.4467,114.2253,0.0,2916
22.4467,114.2298,0.0,2916
22.4467,114.2343,0.0,2916
22.4467,114.2388,0.0,2916
22.4467,114.2433,0.0,2916
22.4467,114.2478,0.0,2916
22.4467,114.2522,0.0,2862
22.4467,114.2567,0.0,2916
22.4467,114.2612,0.0,2916
22.4467,114.2657,0.0,2916
22.4467,114.2702,0.0,2916
22.4467,114.2747,0.0,2916
